contin_Number,EM_series,pre,post,type,sections,partner_Number,post1,post2,post3,post4
10815,N2Y,[PVNL],AVG,electrical,1,1,[PVNL],,,
10816,N2Y,EF2,EF1,electrical,1,1,EF2,,,
10817,N2Y,[PVX],AVAR,electrical,2,1,AVAR,,,
10818,N2Y,DD04,AVJL,electrical,1,1,DD04,,,
10819,N2Y,CP05,CA05,electrical,2,1,CA05,,,
10820,N2Y,DA06,AVAL,electrical,2,1,AVAL,,,
10821,N2Y,DVE,AVG,electrical,1,1,DVE,,,
10822,N2Y,EF3,AVG,electrical,1,1,AVG,,,
10823,N2Y,CP05,AVAR,electrical,2,1,AVAR,,,
10824,N2Y,AVDL,AVAR,electrical,1,1,AVDL,,,
10825,N2Y,unk6181,[PVNL],electrical,1,1,[PVNL],,,
10826,N2Y,VB08,DB05,electrical,1,1,DB05,,,
10827,N2Y,hyp,AVKL,electrical,4,1,AVKL,,,
10828,N2Y,AVAL,AS07,electrical,5,1,AS07,,,
10829,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10830,N2Y,DD04,AVJL,electrical,1,1,DD04,,,
10831,N2Y,[PVX],AVAR,electrical,1,1,AVAR,,,
10832,N2Y,DVA,AVKL,electrical,1,1,AVKL,,,
10833,N2Y,hyp,AVAL,electrical,1,1,hyp,,,
10834,N2Y,unk6183[CP0],EF3,electrical,1,1,unk6183[CP0],,,
10835,N2Y,EF1,AVG,electrical,1,1,AVG,,,
10836,N2Y,contin5921[CA][Pn],VD08,electrical,1,1,VD08,,,
10837,N2Y,EF2,AVJR,electrical,1,1,AN2b,,,
10838,N2Y,CP05,CA05,electrical,1,1,CA05,,,
10839,N2Y,[PVX],PQR,electrical,1,1,[PVX],,,
10840,N2Y,contin5921[CA][Pn],EF3,electrical,1,1,EF3,,,
10841,N2Y,EF3,EF1,electrical,2,1,EF1,,,
10842,N2Y,DVE,AVG,electrical,1,1,DVE,,,
10843,N2Y,[PVNL],AVG,electrical,1,1,[PVNL],,,
10844,N2Y,AVAL,AS07,electrical,2,1,AS07,,,
10845,N2Y,DVA,AVKL,electrical,1,1,AVKL,,,
10846,N2Y,hyp,AVKL,electrical,1,1,hyp,,,
10847,N2Y,unk6076[CP0],contin5921[CA][Pn],electrical,1,1,unk6076[CP0],,,
10848,N2Y,CP05,CA05,electrical,1,1,CA05,,,
10849,N2Y,EF3,EF1,electrical,1,1,EF3,,,
10850,N2Y,AVJR,AVJL,electrical,2,1,AN2a,,,
10851,N2Y,hyp,[PVX],electrical,1,1,hyp,,,
10852,N2Y,[VB05],VB07,electrical,1,1,[VB05],,,
10853,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10854,N2Y,contin5921[CA][Pn],EF3,electrical,1,1,EF3,,,
10855,N2Y,EF2,EF1,electrical,4,1,EF1,,,
10856,N2Y,[PVX],AVAR,electrical,6,1,AVAR,,,
10857,N2Y,DVA,AVKL,electrical,1,1,AVKL,,,
10858,N2Y,contin18796[PVNR][PVT],AVG,electrical,1,1,contin18796[PVNR][PVT],,,
10859,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10860,N2Y,vBWMR20,vBWML17,electrical,1,1,vBWML17,,,
10861,N2Y,PDER,PDEL,electrical,1,1,PDEL,,,
10862,N2Y,CP05,CA05,electrical,2,1,CA05,,,
10863,N2Y,DD04,CP05,electrical,1,1,CP05,,,
10864,N2Y,VA11,VA10,electrical,1,1,VA10,,,
10865,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB06,electrical,1,1,VB06,,,
10866,N2Y,[CP04],DD04,electrical,1,1,DD04,,,
10867,N2Y,AVAL,AS07,electrical,6,1,AS07,,,
10868,N2Y,PVU,AVG,electrical,1,1,PVU,,,
10869,N2Y,EF3,EF1,electrical,1,1,EF3,,,
10870,N2Y,[PVX],AVAR,electrical,1,1,[PVX],,,
10871,N2Y,AVDL,AVAR,electrical,3,1,AVAR,,,
10872,N2Y,PDER,PDEL,electrical,1,1,PDEL,,,
10873,N2Y,VA09,PLMR,electrical,1,1,VA09,,,
10874,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB06,electrical,1,1,VB06,,,
10875,N2Y,[CA02],EF3,electrical,1,1,[CA02],,,
10876,N2Y,contin5915[CA][Pn],[CP04],electrical,1,1,contin5915[CA][Pn],,,
10877,N2Y,contin5915[CA][Pn],[CP04],electrical,2,1,[CP04],,,
10878,N2Y,unk6415,PQR,electrical,1,1,PQR,,,
10879,N2Y,AVDL,AVAR,electrical,1,1,AVDL,,,
10880,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
10881,N2Y,contin5915[CA][Pn],VD08,electrical,1,1,VD08,,,
10882,N2Y,unk6076[CP0],VD08,electrical,1,1,unk6076[CP0],,,
10883,N2Y,unk6076[CP0],contin5919[CA][Pn],electrical,1,1,unk6076[CP0],,,
10884,N2Y,hyp,PVCL,electrical,1,1,hyp,,,
10885,N2Y,PLMR,PDEL,electrical,1,1,PDEL,,,
10886,N2Y,DA06,AVAR,electrical,1,1,DA06,,,
10887,N2Y,[PVX],AVAR,electrical,2,1,AVAR,,,
10888,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10889,N2Y,[PVNL],PLMR,electrical,1,1,PLMR,,,
10890,N2Y,[PVX],DD04,electrical,1,1,DD04,,,
10891,N2Y,VA12,VA10,electrical,1,1,VA10,,,
10892,N2Y,AVDL,AVAR,electrical,1,1,AVAR,,,
10893,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB06,electrical,1,1,VB06,,,
10894,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10895,N2Y,PVZ,PVDL,electrical,2,1,PVDL,,,
10896,N2Y,contin5915[CA][Pn],[CP04],electrical,3,1,[CP04],,,
10897,N2Y,unk6076[CP0],VD08,electrical,2,1,VD08,,,
10898,N2Y,DD04,CA05,electrical,4,1,CA05,,,
10899,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10900,N2Y,DA06,AVAR,electrical,3,1,AVAR,,,
10901,N2Y,[DB03],VB08,electrical,1,1,[DB03],,,
10902,N2Y,EF3,AVG,electrical,1,1,AVG,,,
10903,N2Y,VA11,VA10,electrical,1,1,VA10,,,
10904,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
10905,N2Y,PLMR,AVAL,electrical,1,1,AVAL,,,
10906,N2Y,PDER,AVKL,electrical,1,1,AVKL,,,
10907,N2Y,PVR ,PLMR,electrical,5,1,PLMR,,,
10908,N2Y,DVA,AVKL,electrical,1,1,AVKL,,,
10909,N2Y,EF2,EF1,electrical,1,1,EF2,,,
10910,N2Y,VA11,VA10,electrical,1,1,VA11,,,
10911,N2Y,PDEL,DVA,electrical,1,1,DVA,,,
10912,N2Y,unk6415,AVAR,electrical,1,1,AVAR,,,
10913,N2Y,[VB05],[DB03],electrical,1,1,[VB05],,,
10914,N2Y,AVAL,AS07,electrical,1,1,AS07,,,
10915,N2Y,PLMR,PDEL,electrical,2,1,PDEL,,,
10916,N2Y,VA11,VA10,electrical,1,1,VA10,,,
10917,N2Y,[PVX],PQR,electrical,1,1,[PVX],,,
10918,N2Y,hyp,AVKR,electrical,1,1,AVKR,,,
10919,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA09,electrical,1,1,VA09,,,
10920,N2Y,[PVX],DD04,electrical,1,1,[PVX],,,
10921,N2Y,VB06,VA11,electrical,1,1,VA11,,,
10922,N2Y,hyp,AVDL,electrical,1,1,hyp,,,
10923,N2Y,contin5921[CA][Pn],[CA02],electrical,1,1,contin5921[CA][Pn],,,
10924,N2Y,DA06,AVAL,electrical,11,1,AVAL,,,
10925,N2Y,PLMR,PDEL,electrical,1,1,PDEL,,,
10926,N2Y,PDEL,DVA,electrical,1,1,PDEL,,,
10927,N2Y,contin18796[PVNR][PVT],AVG,electrical,2,1,AVG,,,
10928,N2Y,contin5915[CA][Pn],[CP04],electrical,2,1,[CP04],,,
10929,N2Y,DD04,CA05,electrical,6,1,CA05,,,
10930,N2Y,[VB05],[DB03],electrical,1,1,[DB03],,,
10931,N2Y,DD04,AVJR,electrical,1,1,DD04,,,
10932,N2Y,[PVX],DD04,electrical,1,1,[PVX],,,
10933,N2Y,contin18796[PVNR][PVT],AVG,electrical,1,1,contin18796[PVNR][PVT],,,
10934,N2Y,hyp,AVKR,electrical,3,1,AVKR,,,
10935,N2Y,PQR,AVDR,electrical,1,1,AVDR,,,
10936,N2Y,contin5919[CA][Pn],contin5915[CA][Pn],electrical,1,1,contin5919[CA][Pn],,,
10937,N2Y,DD04,CA05,electrical,1,1,CA05,,,
10938,N2Y,hyp,DD04,electrical,2,1,DD04,,,
10939,N2Y,unk6076[CP0],contin5919[CA][Pn],electrical,1,1,contin5919[CA][Pn],,,
10940,N2Y,[CP04],AVHR,electrical,1,1,AN1b,,,
10941,N2Y,VD08,EF1,electrical,2,1,EF1,,,
10942,N2Y,[CA02],VD08,electrical,1,1,VD08,,,
10943,N2Y,PVS,CA05,electrical,1,1,PVS,,,
10944,N2Y,VA11,VA10,electrical,1,1,VA11,,,
10945,N2Y,DD04,AVJR,electrical,1,1,DD04,,,
10946,N2Y,[PVX],DD04,electrical,2,1,DD04,,,
10947,N2Y,PVM,PDER,electrical,2,1,PDER,,,
10948,N2Y,PVCR,AVAL,electrical,1,1,AVAL,,,
10949,N2Y,[PVX],PQR,electrical,4,1,PQR,,,
10950,N2Y,VB08,PLMR,electrical,1,1,VB08,,,
10951,N2Y,hyp,VB09,electrical,1,1,hyp,,,
10952,N2Y,hyp,DD04,electrical,1,1,hyp,,,
10953,N2Y,AVDL,AVAR,electrical,1,1,AVDL,,,
10954,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],[PVNL],electrical,1,1,contin5932[AVF][AVH][AVJ][PVN][PVW],,,
10955,N2Y,unk6181,AVG,electrical,2,1,AVG,,,
10956,N2Y,[AVL],AVG,electrical,1,1,AVG,,,
10957,N2Y,vBWMR20,vBWML17,electrical,2,1,vBWML17,,,
10958,N2Y,contin5921[CA][Pn],[CA02],electrical,1,1,contin5921[CA][Pn],,,
10959,N2Y,[CA03],VD08,electrical,1,1,VD08,,,
10960,N2Y,unk6076[CP0],contin5919[CA][Pn],electrical,1,1,unk6076[CP0],,,
10961,N2Y,PQR,AVAR,electrical,2,1,AVAR,,,
10962,N2Y,[vBWMR18],[vBWML17],electrical,1,1,[vBWML17],,,
10963,N2Y,EF3,AVG,electrical,3,1,AVG,,,
10964,N2Y,contin5927[AVF][AVH][AVJ][PVW],EF3,electrical,1,1,contin5927[AVF][AVH][AVJ][PVW],,,
10965,N2Y,[PVX],DD04,electrical,1,1,DD04,,,
10966,N2Y,VD08,PVZ,electrical,3,1,PVZ,,,
10967,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,2,1,contin5921[CA][Pn],,,
10968,N2Y,AVDL,AVAL,electrical,1,1,AVAL,,,
10969,N2Y,VD08,VB07,electrical,1,1,VD08,,,
10970,N2Y,contin5915[CA][Pn],[CP04],electrical,4,1,[CP04],,,
10971,N2Y,unk6076[CP0],[CP04],electrical,1,1,[CP04],,,
10972,N2Y,AVDL,AVAR,electrical,1,1,AVDL,,,
10973,N2Y,PQR,AVAR,electrical,1,1,AVAR,,,
10974,N2Y,VB07,VA11,electrical,1,1,VB07,,,
10975,N2Y,PVZ,PVU,electrical,1,1,PVZ,,,
10976,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
10977,N2Y,hyp,AVDL,electrical,1,1,hyp,,,
10978,N2Y,PVS,CA05,electrical,2,1,CA05,,,
10979,N2Y,VB08,PLMR,electrical,1,1,VB08,,,
10980,N2Y,contin5927[AVF][AVH][AVJ][PVW],EF3,electrical,1,1,contin5927[AVF][AVH][AVJ][PVW],,,
10981,N2Y,unk6076[CP0],contin5919[CA][Pn],electrical,2,1,contin5919[CA][Pn],,,
10982,N2Y,CA05,AVKR,electrical,1,1,AVKR,,,
10983,N2Y,hyp,PVS,electrical,2,1,PVS,,,
10984,N2Y,AVAL,AS07,electrical,11,1,AS07,,,
10985,N2Y,VA10,PVZ,electrical,1,1,VA10,,,
10986,N2Y,[PVX],PQR,electrical,1,1,[PVX],,,
10987,N2Y,unk6183[CP0],contin5919[CA][Pn],electrical,1,1,unk6183[CP0],,,
10988,N2Y,unk6076[CP0],contin5919[CA][Pn],electrical,1,1,contin5919[CA][Pn],,,
10989,N2Y,[CA03],AVJL,electrical,1,1,AN2a,,,
10990,N2Y,PVS,CA05,electrical,1,1,PVS,,,
10991,N2Y,[DA05],DA06,electrical,1,1,DA06,,,
10992,N2Y,AVDL,AVAR,electrical,2,1,AVAR,,,
10993,N2Y,EF3,EF2,electrical,1,1,EF3,,,
10994,N2Y,contin5927[AVF][AVH][AVJ][PVW],EF3,electrical,1,1,contin5927[AVF][AVH][AVJ][PVW],,,
10995,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
10996,N2Y,[PVX],PQR,electrical,1,1,[PVX],,,
10997,N2Y,VA10,PVZ,electrical,1,1,VA10,,,
10998,N2Y,VB06,VA11,electrical,2,1,VA11,,,
10999,N2Y,vBWMR20,[vBWMR18],electrical,1,1,vBWMR20,,,
11000,N2Y,[DB04],PVCR,electrical,1,1,[DB04],,,
11001,N2Y,PQR,AVDR,electrical,1,1,PQR,,,
11002,N2Y,DA06,AS07,electrical,1,1,AS07,,,
11003,N2Y,[DA05],AVAL,electrical,1,1,[DA05],,,
11004,N2Y,VA10,PVZ,electrical,1,1,PVZ,,,
11005,N2Y,unk6076[CP0],[CP04],electrical,1,1,[CP04],,,
11006,N2Y,[PVNL],AVBL,electrical,1,1,AVBL,,,
11007,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
11008,N2Y,DVA,AVKL,electrical,1,1,DVA,,,
11009,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
11010,N2Y,[DA05],PVCR,electrical,1,1,PVCR,,,
11011,N2Y,PVS,CA05,electrical,5,1,CA05,,,
11012,N2Y,unk6183[CP0],contin5919[CA][Pn],electrical,1,1,unk6183[CP0],,,
11013,N2Y,[PVX],AVBR,electrical,1,1,[PVX],,,
11014,N2Y,PVCR,AVAL,electrical,1,1,PVCR,,,
11015,N2Y,AVAR,AVAL,electrical,2,1,AVAL,,,
11016,N2Y,hyp,AVAL,electrical,2,1,AVAL,,,
11017,N2Y,VB07,VA12,electrical,1,1,VB07,,,
11018,N2Y,vBWMR20,vBWML17,electrical,1,1,vBWMR20,,,
11019,N2Y,EF3,EF2,electrical,1,1,EF3,,,
11020,N2Y,VD08,DVF,electrical,1,1,VD08,,,
11021,N2Y,unk6076[CP0],[CP04],electrical,2,1,[CP04],,,
11022,N2Y,AVDR,AVAR,electrical,1,1,AVAR,,,
11023,N2Y,VA10,PVZ,electrical,1,1,VA10,,,
11024,N2Y,DVA,AVKL,electrical,1,1,AVKL,,,
11025,N2Y,hyp,DA06,electrical,1,1,DA06,,,
11026,N2Y,PVQL,CA05,electrical,4,1,CA05,,,
11027,N2Y,[DA05],PVCR,electrical,1,1,[DA05],,,
11028,N2Y,[DA05],AVAL,electrical,2,1,AVAL,,,
11029,N2Y,contin5934[AVF][AVH][AVJ][PVN],PQR,electrical,1,1,PQR,,,
11030,N2Y,AVDL,AVAR,electrical,3,1,AVAR,,,
11031,N2Y,contin5915[CA][Pn],[CP04],electrical,1,1,contin5915[CA][Pn],,,
11032,N2Y,EF2,AVG,electrical,1,1,EF2,,,
11033,N2Y,[VB05],[VB04],electrical,1,1,[VB05],,,
11034,N2Y,PVQL,CA05,electrical,1,1,PVQL,,,
11035,N2Y,CA05,AVJR,electrical,1,1,CA05,,,
11036,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
11037,N2Y,AVDR,AVAR,electrical,1,1,AVAR,,,
11038,N2Y,VA10,PVZ,electrical,1,1,PVZ,,,
11039,N2Y,hyp,AVKR,electrical,2,1,AVKR,,,
11040,N2Y,unk6181,contin18796[PVNR][PVT],electrical,1,1,contin18796[PVNR][PVT],,,
11041,N2Y,vBWMR20,vBWML17,electrical,1,1,vBWMR20,,,
11042,N2Y,unk6181,AVG,electrical,1,1,unk6181,,,
11043,N2Y,unk6181,PVU,electrical,1,1,PVU,,,
11044,N2Y,VB07,VA12,electrical,1,1,VB07,,,
11045,N2Y,[DA05],AVAL,electrical,1,1,[DA05],,,
11046,N2Y,[PVX],CA05,electrical,1,1,CA05,,,
11047,N2Y,[PVQR],CA05,electrical,1,1,CA05,,,
11048,N2Y,unk6181,contin18796[PVNR][PVT],electrical,1,1,unk6181,,,
11049,N2Y,VD08,PVZ,electrical,1,1,VD08,,,
11050,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,contin18796[PVNR][PVT],,,
11051,N2Y,CA05,AVKR,electrical,1,1,AVKR,,,
11052,N2Y,contin5934[AVF][AVH][AVJ][PVN],[PVX],electrical,1,1,contin5934[AVF][AVH][AVJ][PVN],,,
11053,N2Y,AVDR,AVAR,electrical,2,1,AVAR,,,
11054,N2Y,AVDL,AVAR,electrical,1,1,AVDL,,,
11055,N2Y,EF2,EF1,electrical,1,1,EF2,,,
11056,N2Y,contin5915[CA][Pn],[CP04],electrical,1,1,[CP04],,,
11057,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
11058,N2Y,PDER,PDEL,electrical,1,1,PDEL,,,
11059,N2Y,[VA08],VB09,electrical,3,1,VB09,,,
11060,N2Y,hyp,AVAL,electrical,1,1,hyp,,,
11061,N2Y,hyp,AVDL,electrical,1,1,hyp,,,
11062,N2Y,AVAR,AVAL,electrical,6,1,AVAL,,,
11063,N2Y,[PVNL],AVAR,electrical,1,1,[PVNL],,,
11064,N2Y,VD08,VA10,electrical,1,1,VD08,,,
11065,N2Y,unk6181,contin18796[PVNR][PVT],electrical,1,1,contin18796[PVNR][PVT],,,
11066,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],[PVNL],electrical,1,1,contin5932[AVF][AVH][AVJ][PVN][PVW],,,
11067,N2Y,PVS,AVKR,electrical,1,1,AVKR,,,
11068,N2Y,VB09,VB08,electrical,1,1,VB09,,,
11069,N2Y,contin5915[CA][Pn],[CP04],electrical,1,1,[CP04],,,
11070,N2Y,[CP04],CA05,electrical,1,1,[CP04],,,
11071,N2Y,contin5921[CA][Pn],[CA02],electrical,1,1,[CA02],,,
11072,N2Y,PVCR,AVAR,electrical,1,1,AVAR,,,
11073,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
11074,N2Y,CA05,AVJR,electrical,1,1,CA05,,,
11075,N2Y,[CP04],DD04,electrical,2,1,DD04,,,
11076,N2Y,VD08,PVZ,electrical,2,1,PVZ,,,
11077,N2Y,AVDR,AVAR,electrical,2,1,AVAR,,,
11078,N2Y,PVS,CA05,electrical,2,1,CA05,,,
11079,N2Y,[PVX],CA05,electrical,2,1,CA05,,,
11080,N2Y,PVS,AVKR,electrical,1,1,AVKR,,,
11081,N2Y,VD08,VB07,electrical,2,1,VB07,,,
11082,N2Y,VB07,VA10,electrical,1,1,VB07,,,
11083,N2Y,hyp,[DA04],electrical,1,1,hyp,,,
11084,N2Y,PVS,CA05,electrical,1,1,PVS,,,
11085,N2Y,[CP04],EF2,electrical,1,1,[CP04],,,
11086,N2Y,[CP04],CA05,electrical,1,1,[CP04],,,
11087,N2Y,[PVX],CA05,electrical,1,1,CA05,,,
11088,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
11089,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
11090,N2Y,VD08,VA10,electrical,1,1,VA10,,,
11091,N2Y,[DA04],AVAL,electrical,1,1,AVAL,,,
11092,N2Y,AVDL,AVAR,electrical,1,1,AVAR,,,
11093,N2Y,hyp,PVCR,electrical,1,1,hyp,,,
11094,N2Y,hyp,DA06,electrical,1,1,DA06,,,
11095,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],[PVNL],electrical,1,1,contin5932[AVF][AVH][AVJ][PVN][PVW],,,
11096,N2Y,[PVX],PQR,electrical,2,1,PQR,,,
11097,N2Y,[VB05],DB05,electrical,1,1,[VB05],,,
11098,N2Y,VB06,VA10,electrical,1,1,VA10,,,
11099,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,DVE,,,
11100,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
11101,N2Y,unk6432,PVU,electrical,1,1,PVU,,,
11102,N2Y,VD08,DD04,electrical,1,1,DD04,,,
11103,N2Y,unk6432,[PVNL],electrical,1,1,[PVNL],,,
11104,N2Y,VB07,VA12,electrical,1,1,VB07,,,
11105,N2Y,PVR ,PLMR,electrical,3,1,PLMR,,,
11106,N2Y,[DA05],AVAL,electrical,1,1,[DA05],,,
11107,N2Y,PVCR,AVAR,electrical,1,1,PVCR,,,
11108,N2Y,AVDR,AVAR,electrical,1,1,AVAR,,,
11109,N2Y,[DA04],AVAL,electrical,1,1,AVAL,,,
11110,N2Y,AVDR,AVAL,electrical,2,1,AVAL,,,
11111,N2Y,hyp,PVS,electrical,1,1,hyp,,,
11112,N2Y,[VB05],[DB03],electrical,2,1,[DB03],,,
11113,N2Y,VB07,VA10,electrical,1,1,VA10,,,
11114,N2Y,CA05,AVKR,electrical,1,1,CA05,,,
11115,N2Y,PVS,CA05,electrical,2,1,CA05,,,
11116,N2Y,EF2,CA05,electrical,1,1,CA05,,,
11117,N2Y,vBWMR20,[vBWML17],electrical,1,1,vBWMR20,,,
11118,N2Y,unk6183[CP0],unk6076[CP0],electrical,1,1,unk6183[CP0],,,
11119,N2Y,EF2,AVJL,electrical,2,1,AN2a,,,
11120,N2Y,EF3,EF1,electrical,1,1,EF3,,,
11121,N2Y,[PVX],CA05,electrical,1,1,CA05,,,
11122,N2Y,[PVX],PQR,electrical,3,1,PQR,,,
11123,N2Y,[VB05],[DB03],electrical,1,1,[DB03],,,
11124,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,DVE,,,
11125,N2Y,PVR ,PLMR,electrical,1,1,PLMR,,,
11126,N2Y,[DA04],PQR,electrical,1,1,[DA04],,,
11127,N2Y,unk6076[CP0],[CP04],electrical,4,1,[CP04],,,
11128,N2Y,VB07,VA10,electrical,1,1,VB07,,,
11129,N2Y,VD08,VA10,electrical,2,1,VA10,,,
11130,N2Y,hyp,VB09,electrical,1,1,hyp,,,
11131,N2Y,unk6432,[PVNL],electrical,1,1,[PVNL],,,
11132,N2Y,[VB05],[DB03],electrical,1,1,[DB03],,,
11133,N2Y,hyp,DA06,electrical,2,1,DA06,,,
11134,N2Y,AVDL,AVAR,electrical,1,1,AVAR,,,
11135,N2Y,unk6437,AVJL,electrical,1,1,unk6437,,,
11136,N2Y,contin18796[PVNR][PVT],PVU,electrical,1,1,contin18796[PVNR][PVT],,,
11137,N2Y,VB07,VA12,electrical,1,1,VB07,,,
11138,N2Y,hyp,AVAL,electrical,1,1,AVAL,,,
11139,N2Y,PVS,CA05,electrical,1,1,CA05,,,
11140,N2Y,contin5934[AVF][AVH][AVJ][PVN],PQR,electrical,1,1,PQR,,,
11141,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,DVE,,,
11142,N2Y,unk6432,[PVNL],electrical,1,1,[PVNL],,,
11143,N2Y,VD08,PVZ,electrical,1,1,VD08,,,
11144,N2Y,PVCR,AVAR,electrical,2,1,AVAR,,,
11145,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA10,electrical,1,1,VA10,,,
11146,N2Y,unk6076[CP0],[CP04],electrical,3,1,[CP04],,,
11147,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
11148,N2Y,AVG,AVJL,electrical,1,1,AVG,,,
11149,N2Y,hyp,DA06,electrical,2,1,DA06,,,
11150,N2Y,AVDL,AVAL,electrical,1,1,AVAL,,,
11151,N2Y,AVDL,AVAR,electrical,2,1,AVAR,,,
11152,N2Y,[PVX],CA05,electrical,5,1,CA05,,,
11153,N2Y,VD08,VA10,electrical,1,1,VD08,,,
11154,N2Y,CA05,AVAL,electrical,1,1,CA05,,,
11155,N2Y,[PVX],PQR,electrical,6,1,PQR,,,
11156,N2Y,contin18796[PVNR][PVT],DVE,electrical,2,1,DVE,,,
11157,N2Y,contin5921[CA][Pn],DD04,electrical,1,1,contin5921[CA][Pn],,,
11158,N2Y,DVF,DD04,electrical,2,1,DD04,,,
11159,N2Y,hyp,CA05,electrical,1,1,CA05,,,
11160,N2Y,AVDR,AVDL,electrical,1,1,AVDR,,,
11161,N2Y,EF2,AVJR,electrical,1,1,AN2b,,,
11162,N2Y,[PVX],CA05,electrical,1,1,CA05,,,
11163,N2Y,VD08,DD04,electrical,1,1,DD04,,,
11164,N2Y,[PVX],AVBR,electrical,1,1,AVBR,,,
11165,N2Y,CA05,CA05,electrical,1,1,CA05,,,
11166,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
11167,N2Y,AVG,AVJL,electrical,1,1,AVG,,,
11168,N2Y,[PVX],PQR,electrical,2,1,PQR,,,
11169,N2Y,AVDL,AVAR,electrical,2,1,AVAR,,,
11170,N2Y,PVCR,AVAR,electrical,3,1,AVAR,,,
11171,N2Y,VB07,VA10,electrical,1,1,VB07,,,
11172,N2Y,VD08,PVZ,electrical,1,1,VD08,,,
11173,N2Y,unk6432,AVDR,electrical,1,1,unk6432,,,
11174,N2Y,PVS,CA05,electrical,3,1,CA05,,,
11175,N2Y,hyp,CA05,electrical,1,1,CA05,,,
11176,N2Y,EF3,EF1,electrical,1,1,EF3,,,
11177,N2Y,AVDL,AVAL,electrical,2,1,AVAL,,,
11178,N2Y,PVCR,AVDL,electrical,1,1,PVCR,,,
11179,N2Y,[DA05],AVAR,electrical,1,1,AVAR,,,
11180,N2Y,VD08,PVZ,electrical,1,1,VD08,,,
11181,N2Y,PVCR,AVAR,electrical,1,1,PVCR,,,
11182,N2Y,VB08,CA05,electrical,1,1,VB08,,,
11183,N2Y,[DD03],DB05,electrical,1,1,[DD03],,,
11184,N2Y,EF2,EF1,electrical,1,1,EF1,,,
11185,N2Y,VB08,VB08,electrical,1,1,VB08,,,
11186,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,DVE,,,
11187,N2Y,unk6432,hyp,electrical,1,1,unk6432,,,
11188,N2Y,[DA05],AVAL,electrical,1,1,[DA05],,,
11189,N2Y,EF2,EF1,electrical,1,1,EF1,,,
11190,N2Y,unk6432,contin5935[AVF][AVH][AVJ][PVN][PVW],electrical,1,1,contin5935[AVF][AVH][AVJ][PVN][PVW],,,
11191,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],PVDL,electrical,1,1,PVDL,,,
11192,N2Y,AVDL,AVAR,electrical,1,1,AVAR,,,
11193,N2Y,AVDR,AVAL,electrical,1,1,AVAL,,,
11194,N2Y,EF3,AVG,electrical,1,1,AVG,,,
11195,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,DVE,,,
11196,N2Y,hyp,PVS,electrical,1,1,hyp,,,
11197,N2Y,PVS,CA05,electrical,6,1,CA05,,,
11198,N2Y,VD08,PVZ,electrical,3,1,PVZ,,,
11199,N2Y,AVDL,AVAL,electrical,2,1,AVAL,,,
11200,N2Y,VB08,AVBR,electrical,3,1,AVBR,,,
11201,N2Y,PVQL,CA05,electrical,1,1,PVQL,,,
11202,N2Y,PVR ,PVM,electrical,1,1,PVR ,,,
11203,N2Y,VD08,DD04,electrical,1,1,DD04,,,
11204,N2Y,EF3,EF1,electrical,2,1,EF1,,,
11205,N2Y,EF2,EF1,electrical,1,1,EF1,,,
