,pre,post,pixels
979,ASJR,ADER,601
980,ASJR,AIMR,28625
981,ASJR,AINL,1362
982,ASJR,ALA,12643
983,ASJR,ALMR,9
984,ASJR,ALNR,358
985,ASJR,ASJL,3443
986,ASJR,AVFL,8420
987,ASJR,AVFR,10467
988,ASJR,AVHR,133
989,ASJR,AVJL,354
990,ASJR,AVJR,491
991,ASJR,CEPDR,290
992,ASJR,CEPVR,2225
993,ASJR,IL1R,1109
994,ASJR,OLLR,694
995,ASJR,OLQDR,512
996,ASJR,PLNL,186
997,ASJR,PVNR,156
998,ASJR,PVQR,53145
999,ASJR,RIFR,395
1000,ASJR,SABD,610
1001,ASKL,ADLL,11349
1002,ASKL,ADLR,1988
1003,ASKL,AIAL,58456
1004,ASKL,AIAR,1357
1005,ASKL,AIBL,18011
1006,ASKL,AIML,7403
1007,ASKL,AINR,5748
1008,ASKL,AIYL,421
1009,ASKL,ALA,2910
1010,ASKL,ASEL,8392
1011,ASKL,ASER,961
1012,ASKL,ASGL,662
1013,ASKL,ASHL,3570
1014,ASKL,ASIL,5902
1015,ASKL,ASJL,24551
1016,ASKL,ASKR,7177
1017,ASKL,AVFL,6202
1018,ASKL,AVFR,4397
1019,ASKL,AWAL,7735
1020,ASKL,AWBL,1857
1021,ASKL,AWCL,3849
1022,ASKL,AWCR,242
1023,ASKL,HSNL,12607
1024,ASKL,HSNR,9368
1025,ASKL,PVQL,33490
1026,ASKL,PVQR,500
1027,ASKL,RID,309
1028,ASKL,RIFL,407
1029,ASKL,RIML,28
1030,ASKL,VB02,920
1031,ASKR,ADAR,120
1032,ASKR,ADLR,19398
1033,ASKR,AIAL,1119
1034,ASKR,AIAR,45000
1035,ASKR,AIBR,8661
1036,ASKR,AIMR,4796
1037,ASKR,AINL,5187
1038,ASKR,ALA,9781
1039,ASKR,ASER,5135
1040,ASKR,ASGR,2566
1041,ASKR,ASHR,2142
1042,ASKR,ASIR,3156
1043,ASKR,ASJL,1674
1044,ASKR,ASJR,23216
1045,ASKR,AVBR,64
1046,ASKR,AVDR,65
1047,ASKR,AVFR,2113
1048,ASKR,AVHR,305
1049,ASKR,AVJR,175
1050,ASKR,AWAR,2519
1051,ASKR,AWCR,11899
1052,ASKR,CEPVR,850
1053,ASKR,HSNL,3526
1054,ASKR,HSNR,9576
1055,ASKR,IL1DR,256
1056,ASKR,IL2R,264
1057,ASKR,OLLR,389
1058,ASKR,PVNR,918
1059,ASKR,PVQL,51
1060,ASKR,PVQR,36476
1061,ASKR,RIBR,111
1062,ASKR,RID,642
1063,ASKR,RIFR,6047
1064,ASKR,RIMR,937
1065,ASKR,SABD,1179
1066,ASKR,SIADL,175
1067,ASKR,SIBDL,120
1068,ASKR,SMBVR,1739
1069,ASKR,URXR,185
1070,ASKR,URYDR,6
1071,AUAL,AUAR,1873
1072,AUAL,RID,1580
1073,AUAL,RIGL,585
1074,AUAL,RIR,5996
1075,AUAR,PVPR,158
1076,AUAR,RID,2940
1077,AUAR,RIGL,77
1078,AUAR,RIGR,1606
1079,AUAR,RIR,7789
1080,AVAL,ADAL,6268
1081,AVAL,ADAR,10049
1082,AVAL,ADEL,6997
1083,AVAL,ADER,17663
1084,AVAL,AIAL,276
1085,AVAL,AIBL,22629
1086,AVAL,AIBR,424
1087,AVAL,AINR,111
1088,AVAL,ALNL,188
1089,AVAL,ALNR,1047
1090,AVAL,AQR,16906
1091,AVAL,ASER,4042
1092,AVAL,ASGL,111
1093,AVAL,ASIL,3276
1094,AVAL,AUAL,7649
1095,AVAL,AVBL,5237
1096,AVAL,AVBR,8306
1097,AVAL,AVDL,11699
1098,AVAL,AVDR,952
1099,AVAL,AVEL,1223
1100,AVAL,AVHL,2442
1101,AVAL,AVHR,4241
1102,AVAL,AVJR,2076
1103,AVAL,AVKL,3546
1104,AVAL,AVKR,273
1105,AVAL,AWCL,1951
1106,AVAL,AWCR,1787
1107,AVAL,BAGL,3193
1108,AVAL,BAGR,10953
1109,AVAL,BDUR,579
1110,AVAL,DVA,8180
1111,AVAL,DVC,10444
1112,AVAL,FLPL,20399
1113,AVAL,FLPR,4272
1114,AVAL,IL1VR,658
1115,AVAL,OLLR,1292
1116,AVAL,OLQVL,214
1117,AVAL,PLNL,1179
1118,AVAL,PVCL,8229
1119,AVAL,PVCR,7464
1120,AVAL,PVPL,4159
1121,AVAL,PVPR,2744
1122,AVAL,PVT,23
1123,AVAL,RIAL,12836
1124,AVAL,RIAR,4682
1125,AVAL,RIBL,1730
1126,AVAL,RICL,6304
1127,AVAL,RICR,7982
1128,AVAL,RID,1950
1129,AVAL,RIGL,41
1130,AVAL,RIGR,2726
1131,AVAL,RIML,6543
1132,AVAL,RIMR,28708
1133,AVAL,RIR,3257
1134,AVAL,RIVL,4148
1135,AVAL,RIVR,318
1136,AVAL,RMDDL,717
1137,AVAL,RMDL,744
1138,AVAL,RMDVL,4460
1139,AVAL,RMFR,2950
1140,AVAL,SAADL,5495
1141,AVAL,SAADR,6802
1142,AVAL,SAAVL,37709
1143,AVAL,SAAVR,8183
1144,AVAL,SDQL,3627
1145,AVAL,SDQR,4523
1146,AVAL,SIADL,560
1147,AVAL,SIADR,8198
1148,AVAL,SIAVL,535
1149,AVAL,SIBDL,1620
1150,AVAL,SIBDR,105
1151,AVAL,SIBVL,2349
1152,AVAL,SMBDL,250
1153,AVAL,SMBDR,6177
1154,AVAL,SMBVL,88
1155,AVAL,SMBVR,195
1156,AVAL,SMDDL,3083
1157,AVAL,SMDDR,24116
1158,AVAL,SMDVL,9429
1159,AVAL,SMDVR,1084
1160,AVAL,URBL,11
1161,AVAL,URYDL,1146
1162,AVAL,URYDR,10
1163,AVAL,URYVL,54
1164,AVAL,URYVR,3199
1165,AVAR,ADAL,14715
1166,AVAR,ADAR,11953
1167,AVAR,ADEL,15501
1168,AVAR,ADER,4988
1169,AVAR,ADFR,337
1170,AVAR,AIBL,356
1171,AVAR,AIBR,23133
1172,AVAR,AIMR,288
1173,AVAR,AINL,750
1174,AVAR,AIZL,583
1175,AVAR,ALML,183
1176,AVAR,ALNL,2123
1177,AVAR,AQR,8177
1178,AVAR,ASEL,651
1179,AVAR,ASIR,6436
1180,AVAR,AUAR,8905
1181,AVAR,AVAL,8198
1182,AVAR,AVBL,14285
1183,AVAR,AVBR,9289
1184,AVAR,AVDL,2833
1185,AVAR,AVDR,5958
1186,AVAR,AVFL,3113
1187,AVAR,AVHL,8096
1188,AVAR,AVHR,6224
1189,AVAR,AVJL,4334
1190,AVAR,AVJR,717
1191,AVAR,AVKL,3603
1192,AVAR,AVKR,5513
1193,AVAR,AWCL,1410
1194,AVAR,AWCR,3400
1195,AVAR,BAGL,10170
1196,AVAR,BAGR,2584
1197,AVAR,DVA,1837
1198,AVAR,DVC,8932
1199,AVAR,FLPL,5778
1200,AVAR,FLPR,10209
1201,AVAR,OLQVR,183
1202,AVAR,PVCL,12731
1203,AVAR,PVCR,7111
1204,AVAR,PVNL,187
1205,AVAR,PVPL,7780
1206,AVAR,PVPR,5173
1207,AVAR,PVQL,320
1208,AVAR,RIAL,3559
1209,AVAR,RIAR,9116
1210,AVAR,RIBR,1830
1211,AVAR,RICL,9779
1212,AVAR,RICR,22516
1213,AVAR,RID,1417
1214,AVAR,RIFL,4408
1215,AVAR,RIGL,3103
1216,AVAR,RIML,16193
1217,AVAR,RIMR,7570
1218,AVAR,RIR,1651
1219,AVAR,RIS,1187
1220,AVAR,RIVL,3099
1221,AVAR,RIVR,8333
1222,AVAR,RMDL,259
1223,AVAR,RMDR,448
1224,AVAR,RMDVR,1152
1225,AVAR,RMFL,1737
1226,AVAR,SAADL,2868
1227,AVAR,SAADR,6518
1228,AVAR,SAAVL,9599
1229,AVAR,SAAVR,29452
1230,AVAR,SDQL,1481
1231,AVAR,SDQR,284
1232,AVAR,SIADL,1134
1233,AVAR,SIAVR,2853
1234,AVAR,SIBDL,2569
1235,AVAR,SIBDR,2083
1236,AVAR,SIBVL,823
1237,AVAR,SIBVR,3138
1238,AVAR,SMBDL,6281
1239,AVAR,SMBDR,817
1240,AVAR,SMBVL,777
1241,AVAR,SMDDL,18378
1242,AVAR,SMDDR,99
1243,AVAR,SMDVL,13
1244,AVAR,SMDVR,11261
1245,AVAR,URYDL,1130
1246,AVAR,URYDR,1592
1247,AVAR,URYVL,2061
1248,AVAR,URYVR,95
1249,AVAR,VB01,10676
1250,AVBL,ADAL,3645
1251,AVBL,ADAR,4650
1252,AVBL,ADFL,3846
1253,AVBL,AIBL,21380
1254,AVBL,AIYL,1139
1255,AVBL,AIZL,2562
1256,AVBL,ALML,5028
1257,AVBL,AQR,21135
1258,AVBL,ASGL,4091
1259,AVBL,AUAL,260
1260,AVBL,AVBR,6605
1261,AVBL,AVDL,19237
1262,AVBL,AVDR,12358
1263,AVBL,AVEL,7973
1264,AVBL,AVER,415
1265,AVBL,AVFL,3506
1266,AVBL,AVFR,2037
1267,AVBL,AVHL,7345
1268,AVBL,AVHR,10893
1269,AVBL,AVJL,13623
1270,AVBL,AVJR,28102
1271,AVBL,AVKL,6817
1272,AVBL,AVL,2813
1273,AVBL,AVM,6837
1274,AVBL,AWAL,1960
1275,AVBL,BAGR,2145
1276,AVBL,BDUL,946
1277,AVBL,BDUR,853
1278,AVBL,CEPVL,41
1279,AVBL,CEPVR,78
1280,AVBL,DVA,19247
1281,AVBL,DVC,4793
1282,AVBL,FLPR,5750
1283,AVBL,IL1VR,133
1284,AVBL,IL2DR,32
1285,AVBL,PVCL,40439
1286,AVBL,PVCR,43751
1287,AVBL,PVNL,2568
1288,AVBL,PVNR,3312
1289,AVBL,PVPL,15860
1290,AVBL,PVPR,23115
1291,AVBL,PVR,9860
1292,AVBL,PVT,3844
1293,AVBL,RIAR,161
1294,AVBL,RIBL,1785
1295,AVBL,RIBR,2997
1296,AVBL,RICL,180
1297,AVBL,RICR,12080
1298,AVBL,RID,3968
1299,AVBL,RIFL,17088
1300,AVBL,RIGR,7946
1301,AVBL,RIH,854
1302,AVBL,RIML,11991
1303,AVBL,RIMR,2993
1304,AVBL,RIPL,3226
1305,AVBL,RIPR,2039
1306,AVBL,RIR,297
1307,AVBL,RIS,2148
1308,AVBL,RIVL,2991
1309,AVBL,RIVR,5632
1310,AVBL,RMDVR,122
1311,AVBL,RMEV,708
1312,AVBL,RMFR,854
1313,AVBL,SAAVL,155
1314,AVBL,SAAVR,2134
1315,AVBL,SDQL,12418
1316,AVBL,SDQR,13570
1317,AVBL,SIADR,422
1318,AVBL,SIAVR,1248
1319,AVBL,SIBDL,2746
1320,AVBL,SIBDR,9151
1321,AVBL,SIBVL,21650
1322,AVBL,SIBVR,6800
1323,AVBL,SMBDL,720
1324,AVBL,SMDVR,2456
1325,AVBL,URAVR,122
1326,AVBL,URBL,168
1327,AVBL,URYDL,305
1328,AVBL,URYDR,694
1329,AVBL,URYVL,529
1330,AVBL,URYVR,1201
1331,AVBR,ADAL,13307
1332,AVBR,ADAR,8394
1333,AVBR,ADFR,2665
1334,AVBR,AIAL,1275
1335,AVBR,AIBR,13353
1336,AVBR,AIML,657
1337,AVBR,AIYL,414
1338,AVBR,AIYR,1281
1339,AVBR,AIZR,6038
1340,AVBR,ALML,3
1341,AVBR,ALMR,3013
1342,AVBR,AQR,8324
1343,AVBR,ASGR,26
1344,AVBR,AUAR,520
1345,AVBR,AVDL,9656
1346,AVBR,AVDR,14276
1347,AVBR,AVEL,848
1348,AVBR,AVER,10069
1349,AVBR,AVFL,627
1350,AVBR,AVFR,4524
1351,AVBR,AVHL,8682
1352,AVBR,AVHR,7293
1353,AVBR,AVJL,39707
1354,AVBR,AVJR,10940
1355,AVBR,AVKL,1124
1356,AVBR,AVKR,2264
1357,AVBR,AVM,1802
1358,AVBR,AWAR,2108
1359,AVBR,BDUR,5678
1360,AVBR,CEPVR,39
1361,AVBR,DVA,19330
1362,AVBR,FLPL,3327
1363,AVBR,FLPR,262
1364,AVBR,IL1VL,407
1365,AVBR,IL2DL,216
1366,AVBR,IL2DR,218
1367,AVBR,IL2VL,359
1368,AVBR,OLQDR,36
1369,AVBR,OLQVR,97
1370,AVBR,PVCL,45044
1371,AVBR,PVCR,41834
1372,AVBR,PVNL,5253
1373,AVBR,PVNR,3646
1374,AVBR,PVPL,20114
1375,AVBR,PVPR,17994
1376,AVBR,PVQR,97
1377,AVBR,PVR,5235
1378,AVBR,RIBL,3877
1379,AVBR,RIBR,1101
1380,AVBR,RICL,2590
1381,AVBR,RICR,669
1382,AVBR,RID,17650
1383,AVBR,RIFL,2605
1384,AVBR,RIFR,23611
1385,AVBR,RIGL,5615
1386,AVBR,RIH,1813
1387,AVBR,RIML,5117
1388,AVBR,RIMR,9607
1389,AVBR,RIPL,726
1390,AVBR,RIPR,1744
1391,AVBR,RIR,321
1392,AVBR,RIS,211
1393,AVBR,RIVL,5287
1394,AVBR,RIVR,362
1395,AVBR,RMDVL,967
1396,AVBR,SAADL,179
1397,AVBR,SAAVL,1832
1398,AVBR,SAAVR,737
1399,AVBR,SDQL,1106
1400,AVBR,SDQR,16375
1401,AVBR,SIAVL,837
1402,AVBR,SIAVR,327
1403,AVBR,SIBDL,5417
1404,AVBR,SIBDR,584
1405,AVBR,SIBVL,7317
1406,AVBR,SIBVR,7710
1407,AVBR,SMBDL,743
1408,AVBR,SMBVL,3624
1409,AVBR,SMDVL,1596
1410,AVBR,URADR,70
1411,AVBR,URAVL,570
1412,AVBR,URBR,299
1413,AVBR,URYDL,720
1414,AVBR,URYDR,817
1415,AVBR,URYVL,227
1416,AVBR,URYVR,366
1417,AVDL,ADAL,1515
1418,AVDL,ADAR,6095
1419,AVDL,ADEL,1270
1420,AVDL,ADER,416
1421,AVDL,AIAR,429
1422,AVDL,AIBR,1644
1423,AVDL,AIML,3010
1424,AVDL,AINR,1574
1425,AVDL,AIZR,214
1426,AVDL,ALA,1763
1427,AVDL,ALML,1210
1428,AVDL,ALMR,10256
1429,AVDL,AQR,7462
1430,AVDL,ASJL,1193
1431,AVDL,AUAR,1094
1432,AVDL,AVDR,541
1433,AVDL,AVER,14497
1434,AVDL,AVFL,767
1435,AVDL,AVFR,79
1436,AVDL,AVHL,11017
1437,AVDL,AVJL,13278
1438,AVDL,AVJR,2556
1439,AVDL,AVM,7510
1440,AVDL,BAGL,7714
1441,AVDL,BAGR,4590
1442,AVDL,BDUL,1077
1443,AVDL,BDUR,5082
1444,AVDL,CEPDL,536
1445,AVDL,CEPDR,593
1446,AVDL,CEPVR,752
1447,AVDL,DVA,15739
1448,AVDL,FLPL,157
1449,AVDL,FLPR,4827
1450,AVDL,IL1DR,533
1451,AVDL,IL2DL,97
1452,AVDL,IL2DR,527
1453,AVDL,OLLL,218
1454,AVDL,OLQDL,25
1455,AVDL,OLQDR,1006
1456,AVDL,OLQVR,1118
1457,AVDL,PVCL,14533
1458,AVDL,PVCR,13299
1459,AVDL,PVNL,548
1460,AVDL,PVNR,4889
1461,AVDL,PVPR,3780
1462,AVDL,PVR,5889
1463,AVDL,RICL,444
1464,AVDL,RICR,1047
1465,AVDL,RID,10125
1466,AVDL,RIFL,827
1467,AVDL,RIFR,527
1468,AVDL,RIGL,123
1469,AVDL,RIGR,2469
1470,AVDL,RIML,449
1471,AVDL,RIMR,1892
1472,AVDL,RIPR,206
1473,AVDL,RIVL,2637
1474,AVDL,RMDVR,998
1475,AVDL,SAADL,239
1476,AVDL,SAADR,103
1477,AVDL,SAAVL,744
1478,AVDL,SAAVR,1176
1479,AVDL,SDQL,2020
1480,AVDL,SIADR,5662
1481,AVDL,SIAVR,3127
1482,AVDL,SIBDL,2082
1483,AVDL,SIBDR,2232
1484,AVDL,SIBVL,15880
1485,AVDL,SIBVR,1660
1486,AVDL,SMBDR,124
1487,AVDL,SMBVR,2843
1488,AVDL,SMDVR,1648
1489,AVDL,URADL,178
1490,AVDL,URBL,886
1491,AVDL,URBR,3517
1492,AVDL,URYDL,1660
1493,AVDL,URYDR,1259
1494,AVDL,URYVR,1901
1495,AVDR,ADAL,7669
1496,AVDR,ADAR,3183
1497,AVDR,ADER,1845
1498,AVDR,AIAL,963
1499,AVDR,AIBL,3231
1500,AVDR,AIBR,1799
1501,AVDR,AIMR,3835
1502,AVDR,AINR,118
1503,AVDR,AIZR,2421
1504,AVDR,ALA,2047
1505,AVDR,ALML,10878
1506,AVDR,ALMR,4521
1507,AVDR,AQR,3745
1508,AVDR,ASJR,1474
1509,AVDR,AUAL,787
1510,AVDR,AUAR,198
1511,AVDR,AVEL,8131
1512,AVDR,AVER,562
1513,AVDR,AVFL,427
1514,AVDR,AVHR,7496
1515,AVDR,AVJL,1165
1516,AVDR,AVJR,25814
1517,AVDR,AVM,6022
1518,AVDR,BAGL,4063
1519,AVDR,BAGR,7251
1520,AVDR,BDUL,1982
1521,AVDR,BDUR,339
1522,AVDR,CEPDL,888
1523,AVDR,CEPDR,3985
1524,AVDR,CEPVL,1714
1525,AVDR,DVA,13129
1526,AVDR,FLPL,390
1527,AVDR,FLPR,27
1528,AVDR,IL1DL,653
1529,AVDR,IL1DR,238
1530,AVDR,IL2DL,564
1531,AVDR,OLLR,307
1532,AVDR,OLQDL,727
1533,AVDR,OLQDR,371
1534,AVDR,OLQVL,597
1535,AVDR,PVCL,19808
1536,AVDR,PVCR,15050
1537,AVDR,PVNL,1331
1538,AVDR,PVNR,754
1539,AVDR,PVPL,1785
1540,AVDR,PVPR,454
1541,AVDR,PVQR,49
1542,AVDR,PVR,185
1543,AVDR,PVT,1006
1544,AVDR,RIBL,1889
1545,AVDR,RICL,976
1546,AVDR,RICR,240
1547,AVDR,RID,19468
1548,AVDR,RIFL,2612
1549,AVDR,RIFR,994
1550,AVDR,RIGL,5860
1551,AVDR,RIGR,187
1552,AVDR,RIH,262
1553,AVDR,RIML,3374
1554,AVDR,RIMR,927
1555,AVDR,RIR,2206
1556,AVDR,RIVL,2329
1557,AVDR,RIVR,949
1558,AVDR,SAADR,1845
1559,AVDR,SDQR,240
1560,AVDR,SIADL,2512
1561,AVDR,SIBDL,2075
1562,AVDR,SIBDR,2275
1563,AVDR,SIBVL,913
1564,AVDR,SIBVR,14052
1565,AVDR,SMBDL,385
1566,AVDR,SMBDR,1970
1567,AVDR,SMBVL,1424
1568,AVDR,URADR,156
1569,AVDR,URBL,617
1570,AVDR,URBR,1116
1571,AVDR,URYDL,335
1572,AVDR,URYDR,1189
1573,AVDR,URYVL,2102
1574,AVEL,ADAL,1552
1575,AVEL,ADAR,184
1576,AVEL,ADEL,2591
1577,AVEL,ADFR,123
1578,AVEL,AIML,32
1579,AVEL,ALA,8584
1580,AVEL,ALML,2872
1581,AVEL,AQR,762
1582,AVEL,ASJL,65
1583,AVEL,AUAL,10898
1584,AVEL,AVJR,1391
1585,AVEL,AVKL,24364
1586,AVEL,AVKR,1354
1587,AVEL,AVL,4363
1588,AVEL,AVM,529
1589,AVEL,BAGL,815
1590,AVEL,BAGR,14352
1591,AVEL,BDUL,338
1592,AVEL,CEPDR,14594
1593,AVEL,CEPVR,8333
1594,AVEL,DVA,14640
1595,AVEL,DVC,4106
1596,AVEL,FLPR,10801
1597,AVEL,IL1L,1725
1598,AVEL,IL1R,1266
1599,AVEL,OLLR,27403
1600,AVEL,OLQDR,73
1601,AVEL,OLQVR,384
1602,AVEL,PVPR,669
1603,AVEL,PVT,3568
1604,AVEL,RICL,130
1605,AVEL,RID,1437
1606,AVEL,RIFL,1017
1607,AVEL,RIGL,5474
1608,AVEL,RIGR,817
1609,AVEL,RIR,1120
1610,AVEL,RIS,8903
1611,AVEL,RMED,874
1612,AVEL,RMER,14
1613,AVEL,RMEV,1023
1614,AVEL,RMFR,324
1615,AVEL,SDQL,118
1616,AVEL,URBL,190
1617,AVEL,URYDL,342
1618,AVEL,URYDR,7245
1619,AVEL,URYVR,5756
1620,AVEL,VC01,553
1621,AVER,ADAL,73
1622,AVER,ADAR,451
1623,AVER,ADER,4525
1624,AVER,AIML,392
1625,AVER,AIMR,825
1626,AVER,AINR,4
1627,AVER,ALA,13456
1628,AVER,AQR,201
1629,AVER,ASJR,10
1630,AVER,AUAL,265
1631,AVER,AUAR,14280
1632,AVER,AVEL,844
1633,AVER,AVFL,247
1634,AVER,AVJL,1605
1635,AVER,AVKL,5283
1636,AVER,AVKR,18120
1637,AVER,AVM,94
1638,AVER,BAGL,19263
1639,AVER,CEPDL,10288
1640,AVER,CEPDR,382
1641,AVER,CEPVL,8438
1642,AVER,DVA,14704
1643,AVER,DVC,1843
1644,AVER,FLPR,950
1645,AVER,IL1L,2474
1646,AVER,IL1R,2541
1647,AVER,IL2DR,121
1648,AVER,OLLL,31351
1649,AVER,OLQDL,347
1650,AVER,PVPL,4106
1651,AVER,PVQR,1347
1652,AVER,RIGL,3817
1653,AVER,RIGR,4736
1654,AVER,RIH,3536
1655,AVER,RIR,950
1656,AVER,RIS,7148
1657,AVER,RMEL,127
1658,AVER,RMEV,405
1659,AVER,RMFR,444
1660,AVER,URBR,322
1661,AVER,URYDL,10096
1662,AVER,URYDR,1313
1663,AVER,URYVL,11658
1664,AVFL,AVFR,55282
1665,AVFL,AVHL,2647
1666,AVFL,AVHR,3844
1667,AVFL,AVJL,4268
1668,AVFL,AVJR,2357
1669,AVFL,AVKR,2273
1670,AVFL,BDUL,1483
1671,AVFL,BDUR,3221
1672,AVFL,PVNL,13386
1673,AVFL,PVNR,9702
1674,AVFL,PVPL,1596
1675,AVFL,PVQL,11064
1676,AVFL,PVQR,244
1677,AVFL,RID,2144
1678,AVFL,RIFL,10272
1679,AVFL,RIFR,6756
1680,AVFL,VB02,196
1681,AVFR,AVHR,2864
1682,AVFR,AVJL,1215
1683,AVFR,AVJR,1503
1684,AVFR,AVKR,648
1685,AVFR,BDUL,437
1686,AVFR,PVNL,8789
1687,AVFR,PVNR,4598
1688,AVFR,PVQL,16355
1689,AVFR,PVQR,15172
1690,AVFR,RID,3348
1691,AVFR,RIFL,11114
1692,AVFR,RIFR,4228
1693,AVFR,URBL,13
1694,AVFR,VB01,190
1695,AVFR,VB02,214
1696,AVHL,AVHR,837
1697,AVHL,AVJL,13641
1698,AVHL,AVJR,226
1699,AVHL,AVM,3652
1700,AVHL,BDUL,1318
1701,AVHL,BDUR,4130
1702,AVHL,PVNL,216
1703,AVHL,PVPR,39301
1704,AVHL,PVQL,91
1705,AVHL,RICL,608
1706,AVHL,RID,3998
1707,AVHL,RIFL,3680
1708,AVHL,RIFR,6628
1709,AVHL,RIR,14633
1710,AVHR,AVJR,9539
1711,AVHR,AVKR,651
1712,AVHR,AVM,645
1713,AVHR,BDUL,1708
1714,AVHR,BDUR,1173
1715,AVHR,PVNL,765
1716,AVHR,PVNR,1970
1717,AVHR,PVPL,31584
1718,AVHR,PVQR,258
1719,AVHR,RID,29
1720,AVHR,RIFL,4925
1721,AVHR,RIFR,1779
1722,AVHR,RIGL,2044
1723,AVHR,RIR,20864
1724,AVJL,AVJR,4724
1725,AVJL,AVM,4099
1726,AVJL,BDUL,884
1727,AVJL,BDUR,7859
1728,AVJL,PVNL,3879
1729,AVJL,PVNR,8706
1730,AVJL,PVPR,3088
1731,AVJL,PVR,3861
1732,AVJL,RICL,671
1733,AVJL,RID,543
1734,AVJL,RIFL,1098
1735,AVJL,RIFR,11920
1736,AVJL,RIPR,92
1737,AVJL,URBR,2157
1738,AVJR,AVM,5990
1739,AVJR,BDUL,5407
1740,AVJR,BDUR,2299
1741,AVJR,PVNL,5663
1742,AVJR,PVNR,11371
1743,AVJR,PVR,4424
1744,AVJR,RICR,108
1745,AVJR,RID,7476
1746,AVJR,RIFL,9329
1747,AVJR,RIFR,2404
1748,AVKL,AVKR,69804
1749,AVKL,DVC,37455
1750,AVKL,PVPL,2612
1751,AVKL,PVPR,1713
1752,AVKL,PVR,6394
1753,AVKL,RICL,3928
1754,AVKL,RICR,2661
1755,AVKL,RIGL,9438
1756,AVKL,RIGR,9821
1757,AVKL,RMEL,80
1758,AVKL,RMEV,403
1759,AVKL,SABD,273
1760,AVKR,BDUL,177
1761,AVKR,DVC,17228
1762,AVKR,PVPL,5243
1763,AVKR,RICL,4251
1764,AVKR,RICR,2039
1765,AVKR,RIGL,13463
1766,AVKR,RIGR,8272
1767,AVKR,RMEV,37
1768,AVKR,VB01,656
1769,AVKR,VB02,254
1770,AVL,AVHL,354
1771,AVL,AVKL,40890
1772,AVL,AVKR,49929
1773,AVL,DVC,3173
1774,AVL,PVPR,147
1775,AVL,RICL,4396
1776,AVL,RICR,838
1777,AVL,RIGL,102
1778,AVL,RIGR,15190
1779,AVL,RIR,14018
1780,AVL,RMED,2868
1781,AVL,RMEL,3392
1782,AVL,RMER,3234
1783,AVL,RMEV,14359
1784,AVL,VC01,2460
1785,AVM,BDUL,11278
1786,AVM,BDUR,6960
1787,AVM,PVNL,4417
1788,AVM,PVNR,3800
1789,AVM,PVR,7428
1790,AVM,RID,14234
1791,AVM,RIFR,20
1792,AWAL,ADAL,1813
1793,AWAL,ASGL,3701
1794,AWAL,ASJL,3
1795,AWAL,AUAL,2246
1796,AWAL,AVFL,4974
1797,AWAL,AVFR,6836
1798,AWAL,PVQL,3266
1799,AWAL,RIFL,2399
1800,AWAR,ASGR,6179
1801,AWAR,ASJR,192
1802,AWAR,AUAR,4514
1803,AWAR,AVFL,514
1804,AWAR,AVFR,3263
1805,AWAR,AVHL,273
1806,AWAR,AWAL,601
1807,AWAR,OLQVR,287
1808,AWAR,PVQR,4807
1809,AWAR,RIFR,7255
1810,AWAR,RIGR,1552
1811,AWAR,RIR,3808
1812,AWAR,URYVR,93
1813,AWBL,ADAL,1294
1814,AWBL,ADFL,23295
1815,AWBL,AFDL,230
1816,AWBL,AIAL,4909
1817,AWBL,AIAR,850
1818,AWBL,AIBL,331
1819,AWBL,AIBR,827
1820,AWBL,AIML,1838
1821,AWBL,AIYL,3228
1822,AWBL,AIYR,391
1823,AWBL,AIZL,19380
1824,AWBL,AIZR,526
1825,AWBL,ASEL,18213
1826,AWBL,ASER,946
1827,AWBL,ASGL,61
1828,AWBL,ASIL,5892
1829,AWBL,ASJL,6326
1830,AWBL,AUAL,2173
1831,AWBL,AVAL,256
1832,AWBL,AVBL,1955
1833,AWBL,AVFL,2700
1834,AWBL,AVHR,14115
1835,AWBL,AWAL,41545
1836,AWBL,AWAR,410
1837,AWBL,AWBR,1017
1838,AWBL,AWCL,384
1839,AWBL,DVA,140
1840,AWBL,OLQVL,125
1841,AWBL,PVCR,204
1842,AWBL,PVPL,2
1843,AWBL,RIAL,735
1844,AWBL,RIBL,3209
1845,AWBL,RID,666
1846,AWBL,RIFL,4781
1847,AWBL,RIFR,790
1848,AWBL,RIGL,1031
1849,AWBL,RIR,1703
1850,AWBL,SMBDL,572
1851,AWBL,SMBVL,7577
1852,AWBL,URYVL,148
1853,AWBR,ADAR,1538
1854,AWBR,ADFR,18464
1855,AWBR,AFDR,157
1856,AWBR,AIAL,418
1857,AWBR,AIAR,875
1858,AWBR,AIBL,1217
1859,AWBR,AIBR,992
1860,AWBR,AIMR,1741
1861,AWBR,AIYR,2048
1862,AWBR,AIZR,14178
1863,AWBR,ALMR,515
1864,AWBR,ASEL,486
1865,AWBR,ASER,10570
1866,AWBR,ASGR,1274
1867,AWBR,ASIR,3077
1868,AWBR,ASJR,1325
1869,AWBR,AUAL,197
1870,AWBR,AUAR,3655
1871,AWBR,AVAR,430
1872,AWBR,AVBR,211
1873,AWBR,AVFL,1869
1874,AWBR,AVHL,9979
1875,AWBR,AVJL,104
1876,AWBR,AWAR,36617
1877,AWBR,BAGL,53
1878,AWBR,OLQVR,615
1879,AWBR,PVPR,190
1880,AWBR,RIAR,617
1881,AWBR,RIBR,5730
1882,AWBR,RICL,290
1883,AWBR,RIFR,8509
